PseEIIP1,PseEIIP2,PseEIIP3,PseEIIP4,PseEIIP5,PseEIIP6,PseEIIP7,PseEIIP8,PseEIIP9,PseEIIP10,PseEIIP11,PseEIIP12,PseEIIP13,PseEIIP14,PseEIIP15,PseEIIP16,PseEIIP17,PseEIIP18,PseEIIP19,PseEIIP20,PseEIIP21,PseEIIP22,PseEIIP23,PseEIIP24,PseEIIP25,PseEIIP26,PseEIIP27,PseEIIP28,PseEIIP29,PseEIIP30,PseEIIP31,PseEIIP32,PseEIIP33,PseEIIP34,PseEIIP35,PseEIIP36,PseEIIP37,PseEIIP38,PseEIIP39,PseEIIP40,PseEIIP41,PseEIIP42,PseEIIP43,PseEIIP44,PseEIIP45,PseEIIP46,PseEIIP47,PseEIIP48,PseEIIP49,PseEIIP50,PseEIIP51,PseEIIP52,PseEIIP53,PseEIIP54,PseEIIP55,PseEIIP56,PseEIIP57,PseEIIP58,PseEIIP59,PseEIIP60,PseEIIP61,PseEIIP62,PseEIIP63,PseEIIP64,Target
0.019384615,0,0.025584615,0.009884615,0,0.010102564,0,0.020179487,0.01705641,0,0.014728205,0,0,0,0.008720513,0.010076923,0,0.030307692,0,0,0.010102564,0,0,0,0,0,0,0.008925641,0,0.010294872,0.008925641,0.010282051,0.01705641,0,0.007364103,0.008720513,0.008733333,0,0.007569231,0,0.007364103,0.007569231,0.0062,0,0.008720513,0,0,0,0.009884615,0,0,0,0.010089744,0,0,0.010282051,0.008720513,0.008925641,0,0,0,0.010282051,0,0,1
0,0,0,0,0,0,0.008733333,0.010089744,0,0,0,0,0,0,0,0,0,0.010102564,0,0,0.010102564,0.041230769,0.026815385,0.010294872,0,0.017876923,0.007569231,0.017851282,0,0.041179487,0.008925641,0,0,0.008733333,0,0,0,0.008938462,0,0.017851282,0.007364103,0,0.0248,0,0,0,0,0.008912821,0,0,0,0,0,0.041179487,0.008925641,0,0,0.008925641,0,0,0,0.010282051,0,0,1
0.009692308,0.009897436,0,0.009884615,0.009897436,0.010102564,0,0.010089744,0,0,0,0,0,0,0.008720513,0.020153846,0,0.010102564,0,0.010089744,0.010102564,0,0,0.020589744,0,0,0,0,0.010089744,0,0.008925641,0.020564103,0,0,0,0,0,0.008938462,0,0.008925641,0,0,0,0,0.008720513,0,0,0.008912821,0.019769231,0.010089744,0,0.020153846,0,0.010294872,0,0,0,0.017851282,0,0.008912821,0.030230769,0.010282051,0.008912821,0.030807692,1
0.019384615,0,0.008528205,0.009884615,0,0,0,0,0,0.008733333,0.007364103,0,0,0,0,0.010076923,0.009897436,0,0.008733333,0,0,0.010307692,0.008938462,0.010294872,0,0.044692308,0,0,0,0,0.008925641,0.010282051,0.008528205,0,0,0,0.008733333,0.008938462,0.022707692,0.008925641,0,0,0,0.00755641,0.008720513,0.008925641,0.00755641,0,0,0,0.008720513,0,0.010089744,0,0.008925641,0,0.008720513,0,0,0.017825641,0,0.010282051,0.008912821,0.010269231,1
0,0,0.01705641,0,0,0.030307692,0,0,0.008528205,0.008733333,0,0,0,0,0.008720513,0.010076923,0.009897436,0.010102564,0,0.010089744,0.020205128,0.010307692,0.017876923,0,0.008733333,0.008938462,0.015138462,0.008925641,0,0.010294872,0,0,0.008528205,0.017466667,0,0.008720513,0.008733333,0,0.007569231,0.008925641,0.007364103,0.007569231,0.0062,0,0,0,0.00755641,0,0,0,0,0,0,0.010294872,0.008925641,0,0.008720513,0,0,0,0,0.010282051,0,0.010269231,1
0,0,0,0.009884615,0,0,0,0.020179487,0,0,0,0.008720513,0,0.010089744,0.017441026,0.010076923,0,0.020205128,0,0.010089744,0,0,0,0,0,0,0,0.008925641,0,0.020589744,0.008925641,0.010282051,0.008528205,0,0,0,0,0,0,0,0.007364103,0,0,0,0,0.026776923,0,0.008912821,0,0,0.008720513,0.010076923,0.040358974,0,0.008925641,0.020564103,0,0,0.00755641,0.017825641,0.020153846,0.010282051,0,0.020538462,1
0,0,0,0,0.009897436,0,0,0,0.008528205,0,0.007364103,0,0,0.020179487,0,0,0,0.010102564,0.008733333,0.010089744,0.010102564,0.020615385,0.017876923,0,0,0,0.015138462,0,0.010089744,0.010294872,0,0,0,0,0,0.008720513,0,0.008938462,0,0.008925641,0,0.015138462,0.0124,0.022669231,0,0.008925641,0.022669231,0,0,0,0.008720513,0,0.010089744,0.020589744,0,0.010282051,0,0,0.015112821,0.008912821,0,0,0,0,1
0,0.009897436,0,0,0.029692308,0,0,0.020179487,0,0.008733333,0,0.008720513,0.009884615,0.010089744,0,0,0.009897436,0.020205128,0,0.020179487,0.020205128,0.020615385,0,0,0,0,0.007569231,0,0,0.010294872,0.017851282,0,0,0.008733333,0.007364103,0,0,0.008938462,0.007569231,0.008925641,0,0.007569231,0.0062,0,0,0,0.015112821,0,0,0,0.008720513,0,0,0.010294872,0.008925641,0,0.017441026,0.008925641,0,0.008912821,0,0,0,0,1
0,0,0,0,0.009897436,0.010102564,0,0,0.025584615,0.008733333,0.014728205,0,0,0,0,0.010076923,0,0.020205128,0.008733333,0,0,0,0,0.010294872,0,0,0,0,0.010089744,0,0.008925641,0.010282051,0,0,0.022092308,0,0.008733333,0,0,0.017851282,0,0.015138462,0.031,0.00755641,0.008720513,0,0,0,0,0,0.008720513,0.010076923,0.010089744,0,0,0,0,0,0.015112821,0,0,0.010282051,0.008912821,0.010269231,1
0,0,0.008528205,0,0,0.010102564,0,0.020179487,0,0.008733333,0.007364103,0,0,0,0.008720513,0,0,0.020205128,0.008733333,0.010089744,0.010102564,0.020615385,0,0.010294872,0,0.008938462,0,0,0,0.030884615,0.008925641,0,0.008528205,0.008733333,0,0,0.017466667,0,0.007569231,0.008925641,0.007364103,0.015138462,0.0124,0,0,0,0,0,0,0,0,0,0.010089744,0.010294872,0,0.010282051,0.008720513,0,0.015112821,0,0,0,0.008912821,0.010269231,1
0.009692308,0.009897436,0,0,0,0,0.017466667,0,0.008528205,0,0,0.008720513,0,0,0,0,0.009897436,0,0.017466667,0,0,0,0.017876923,0,0,0.053630769,0.022707692,0.008925641,0,0,0,0,0,0.008733333,0,0,0.017466667,0.017876923,0.030276923,0,0,0.015138462,0.0062,0,0,0.017851282,0.00755641,0,0,0,0,0,0.010089744,0,0.008925641,0,0,0,0,0.008912821,0,0,0,0,1
0,0,0,0,0,0.020205128,0,0,0.008528205,0.034933333,0,0,0,0,0.008720513,0,0,0.020205128,0.043666667,0,0.020205128,0.030923077,0.026815385,0.010294872,0,0.017876923,0,0,0,0,0.008925641,0,0,0,0,0.008720513,0.043666667,0.035753846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017851282,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.017466667,0.007364103,0.008720513,0,0,0.008720513,0.010076923,0,0,0.017466667,0.020179487,0.010102564,0,0.008938462,0,0,0,0,0.008925641,0,0.020589744,0.008925641,0,0.008528205,0,0.014728205,0,0.008733333,0.017876923,0,0.008925641,0.007364103,0.007569231,0,0,0,0.017851282,0.015112821,0,0,0,0,0,0.020179487,0,0,0.020564103,0.017441026,0.008925641,0.00755641,0.008912821,0,0,0.008912821,0,1
0,0,0.008528205,0,0,0,0.008733333,0.010089744,0.01705641,0,0.007364103,0.008720513,0,0,0,0,0.009897436,0,0.017466667,0,0,0,0.008938462,0.010294872,0,0.017876923,0.007569231,0,0.010089744,0.020589744,0.008925641,0.010282051,0,0.008733333,0.007364103,0,0.008733333,0.017876923,0,0.008925641,0.007364103,0.007569231,0,0,0,0.008925641,0,0.008912821,0,0.010089744,0,0,0.020179487,0,0,0.020564103,0,0.008925641,0,0.008912821,0,0.010282051,0.008912821,0,1
0,0,0,0,0,0,0.008733333,0,0,0,0.007364103,0.017441026,0,0,0,0.010076923,0,0.010102564,0.017466667,0.010089744,0.030307692,0.041230769,0.008938462,0.010294872,0,0.035753846,0,0,0.010089744,0.010294872,0,0,0,0,0,0,0.008733333,0.026815385,0.007569231,0,0,0.007569231,0.0062,0,0,0.008925641,0.00755641,0,0,0,0.008720513,0,0,0.020589744,0,0.010282051,0,0.008925641,0,0,0,0.010282051,0,0,1
0,0,0,0,0,0.010102564,0,0,0,0,0,0.008720513,0,0.020179487,0,0.010076923,0,0.010102564,0,0.030269231,0.030307692,0.092769231,0.017876923,0.010294872,0,0.008938462,0,0,0.010089744,0.010294872,0,0.010282051,0,0,0,0,0.008733333,0,0,0,0,0,0,0,0,0.008925641,0,0,0,0,0.008720513,0,0,0.041179487,0,0.020564103,0,0,0,0,0,0.020564103,0,0,1
0,0,0.008528205,0,0,0,0,0,0.008528205,0,0.007364103,0,0,0,0,0,0,0,0.008733333,0,0.010102564,0.020615385,0.008938462,0,0,0,0.007569231,0,0,0.041179487,0.026776923,0,0.008528205,0,0,0,0,0.008938462,0,0,0,0,0,0.022669231,0,0.008925641,0,0.026738462,0,0,0,0,0,0.020589744,0,0.061692308,0,0.008925641,0.00755641,0.008912821,0,0.030846154,0,0,1
0,0,0,0,0,0.010102564,0,0.010089744,0,0.017466667,0.007364103,0,0,0,0,0,0,0.020205128,0.0262,0,0.010102564,0.010307692,0.008938462,0.010294872,0,0.008938462,0.007569231,0,0,0,0.017851282,0.020564103,0,0,0,0,0.034933333,0.008938462,0.007569231,0.017851282,0,0.022707692,0.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026776923,0.00755641,0,0,0,0.017825641,0,1
0,0,0,0,0,0,0,0.010089744,0,0.017466667,0,0,0,0.010089744,0,0,0,0,0,0.010089744,0.020205128,0.010307692,0.008938462,0,0,0.008938462,0.007569231,0.017851282,0.010089744,0.010294872,0.008925641,0.010282051,0,0.008733333,0.007364103,0,0,0.017876923,0.015138462,0,0,0,0.0124,0.00755641,0,0.008925641,0.00755641,0.008912821,0,0,0.008720513,0,0,0.010294872,0,0.030846154,0.017441026,0.008925641,0,0,0,0.010282051,0.008912821,0,1
0.009692308,0,0.008528205,0.009884615,0,0,0,0.010089744,0,0,0.007364103,0.008720513,0,0,0.017441026,0.020153846,0,0.010102564,0.008733333,0.010089744,0,0.010307692,0.008938462,0,0,0.008938462,0,0,0.010089744,0.010294872,0,0.010282051,0.01705641,0,0,0,0.008733333,0,0,0.008925641,0.007364103,0.007569231,0,0,0,0,0,0.008912821,0,0,0,0.020153846,0.020179487,0.010294872,0,0.010282051,0.008720513,0,0.00755641,0,0.010076923,0.030846154,0,0.010269231,1
0,0,0,0,0,0,0,0.010089744,0.008528205,0,0,0.017441026,0,0.010089744,0,0,0,0,0.008733333,0,0,0,0,0,0.008733333,0,0.015138462,0,0,0.010294872,0.017851282,0.010282051,0,0,0.007364103,0.008720513,0,0,0.007569231,0.008925641,0,0.007569231,0.0062,0.015112821,0,0.017851282,0.00755641,0.017825641,0,0.010089744,0,0,0.010089744,0,0.017851282,0.020564103,0,0.008925641,0.00755641,0.017825641,0.010076923,0.010282051,0.008912821,0,1
0,0,0.008528205,0,0,0,0.008733333,0,0.01705641,0.008733333,0,0,0,0.010089744,0,0.020153846,0,0,0,0.020179487,0.010102564,0,0,0,0,0,0.015138462,0,0,0,0.008925641,0,0.008528205,0.008733333,0.014728205,0.008720513,0,0,0,0.008925641,0.007364103,0.007569231,0.0186,0.00755641,0,0,0,0.008912821,0,0,0,0,0.010089744,0.010294872,0.008925641,0,0.017441026,0,0.00755641,0,0,0.010282051,0.017825641,0.030807692,1
0,0.009897436,0,0,0.019794872,0.010102564,0,0.010089744,0.008528205,0,0,0,0.019769231,0,0.008720513,0,0.009897436,0.030307692,0,0,0.010102564,0.020615385,0,0.020589744,0,0,0,0,0.010089744,0.010294872,0,0.020564103,0,0,0,0.008720513,0,0.008938462,0,0,0,0,0,0,0,0,0,0.008912821,0,0,0.008720513,0.020153846,0.020179487,0.010294872,0,0.010282051,0,0.008925641,0,0,0,0.030846154,0,0.030807692,1
0,0,0,0,0.009897436,0,0.008733333,0,0,0.017466667,0,0,0,0,0,0,0,0.020205128,0.017466667,0,0.030307692,0.010307692,0.017876923,0.030884615,0,0.026815385,0.007569231,0.008925641,0,0.030884615,0,0,0,0,0,0,0,0.044692308,0.015138462,0,0,0.015138462,0,0,0,0,0.00755641,0,0,0,0,0,0,0.030884615,0,0,0,0,0.00755641,0,0,0,0,0,1
0,0.009897436,0.008528205,0,0,0.010102564,0.0262,0.010089744,0,0.008733333,0,0,0.009884615,0,0.008720513,0,0,0.010102564,0,0.010089744,0.010102564,0,0,0.010294872,0.008733333,0.008938462,0.007569231,0,0,0,0.026776923,0,0.008528205,0.017466667,0,0.008720513,0.008733333,0.008938462,0,0.008925641,0.014728205,0.007569231,0.0124,0,0.008720513,0,0,0,0.009884615,0.010089744,0,0,0,0,0,0,0.008720513,0,0.015112821,0.008912821,0,0,0,0,1
0.019384615,0,0.008528205,0.009884615,0,0,0,0,0.008528205,0,0.014728205,0.008720513,0,0,0,0.010076923,0.009897436,0,0.008733333,0,0.010102564,0.010307692,0.008938462,0,0,0.008938462,0,0.008925641,0,0.010294872,0.008925641,0.010282051,0.008528205,0,0.007364103,0,0.008733333,0,0.007569231,0.017851282,0.007364103,0.007569231,0.0186,0,0,0.008925641,0,0,0,0,0.008720513,0,0,0.020589744,0,0.010282051,0,0.017851282,0,0,0,0.010282051,0.008912821,0,1
0,0,0,0.009884615,0,0.010102564,0,0,0,0.008733333,0,0.008720513,0,0.010089744,0.008720513,0,0,0.010102564,0,0.010089744,0.010102564,0.010307692,0,0.030884615,0,0.008938462,0.015138462,0,0,0.020589744,0.008925641,0,0.008528205,0,0.007364103,0,0,0.017876923,0.007569231,0,0,0.007569231,0.0124,0.00755641,0,0,0.00755641,0.017825641,0,0,0,0,0.010089744,0.010294872,0.017851282,0,0.017441026,0,0,0.008912821,0,0.010282051,0,0,1
0.009692308,0.009897436,0.008528205,0.009884615,0.009897436,0,0,0.010089744,0,0.008733333,0,0,0,0,0.008720513,0.010076923,0.009897436,0.010102564,0,0.010089744,0,0,0.008938462,0,0,0,0.007569231,0,0.010089744,0,0.008925641,0.010282051,0,0,0,0,0.008733333,0,0,0,0,0,0,0.015112821,0.008720513,0.008925641,0.00755641,0.017825641,0.009884615,0,0,0,0.010089744,0.010294872,0,0.020564103,0,0,0.00755641,0.026738462,0,0.030846154,0.008912821,0.010269231,1
0,0.009897436,0.008528205,0,0,0,0,0,0.008528205,0.008733333,0.007364103,0,0,0,0,0,0.009897436,0,0.008733333,0,0.010102564,0.051538462,0.017876923,0.020589744,0.008733333,0.017876923,0.007569231,0,0,0.010294872,0.008925641,0,0.008528205,0,0.007364103,0,0.008733333,0.035753846,0.007569231,0,0,0.015138462,0,0.00755641,0,0.008925641,0,0,0,0,0,0,0,0.010294872,0.008925641,0,0,0.008925641,0.00755641,0,0,0,0,0,1
0,0,0.025584615,0.009884615,0.009897436,0,0.008733333,0,0.01705641,0,0.007364103,0.017441026,0.019769231,0,0,0.010076923,0,0.010102564,0.008733333,0,0.010102564,0,0,0,0,0.008938462,0,0,0,0,0,0,0.025584615,0,0.007364103,0,0,0.008938462,0,0,0,0,0,0.00755641,0.008720513,0,0.022669231,0.008912821,0.009884615,0.010089744,0.008720513,0.010076923,0,0,0,0,0.017441026,0,0,0.017825641,0.010076923,0,0.008912821,0,1
0.009692308,0.009897436,0,0.009884615,0,0.010102564,0,0.020179487,0.008528205,0,0,0,0.009884615,0.010089744,0,0.010076923,0,0.010102564,0,0,0.010102564,0.020615385,0,0.010294872,0,0,0,0,0.010089744,0.020589744,0.017851282,0,0.008528205,0,0,0.017441026,0,0,0,0,0.007364103,0,0,0.00755641,0,0,0,0.008912821,0.009884615,0.010089744,0.008720513,0,0.010089744,0.010294872,0,0.020564103,0.008720513,0,0.015112821,0,0.010076923,0.010282051,0.008912821,0,1
0,0,0,0,0,0.010102564,0,0,0.008528205,0.017466667,0.007364103,0.008720513,0,0,0,0,0,0.010102564,0.017466667,0,0.010102564,0.010307692,0.008938462,0,0,0.008938462,0.022707692,0,0,0.010294872,0.008925641,0,0,0,0.014728205,0,0.017466667,0.008938462,0.022707692,0.017851282,0.007364103,0.030276923,0.0124,0,0,0,0.00755641,0,0,0,0,0,0,0,0.008925641,0,0,0.008925641,0.00755641,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.008528205,0.008733333,0,0.017441026,0.009884615,0,0.008720513,0.010076923,0,0,0.008733333,0.010089744,0.010102564,0.010307692,0,0.010294872,0,0.008938462,0.015138462,0,0.010089744,0.010294872,0,0,0,0,0,0.017441026,0.008733333,0.008938462,0.007569231,0.008925641,0.007364103,0.007569231,0,0,0,0,0.015112821,0.008912821,0,0,0.026161538,0,0,0.010294872,0.008925641,0,0,0.008925641,0.00755641,0.008912821,0.010076923,0.010282051,0,0.010269231,1
0,0,0.008528205,0,0,0.010102564,0.008733333,0,0.008528205,0,0,0.008720513,0,0,0,0.010076923,0.009897436,0.010102564,0,0,0.010102564,0,0,0.020589744,0,0,0,0.008925641,0,0,0.008925641,0.020564103,0.008528205,0,0,0.008720513,0,0.008938462,0,0,0.007364103,0,0.0062,0,0,0,0.00755641,0.017825641,0,0.010089744,0,0,0.010089744,0.010294872,0,0.010282051,0,0.008925641,0.00755641,0.008912821,0.010076923,0.030846154,0.008912821,0.041076923,1
0,0,0.008528205,0,0.009897436,0.020205128,0,0,0,0.008733333,0,0,0,0,0.017441026,0.010076923,0.009897436,0.020205128,0,0.020179487,0.010102564,0.030923077,0,0.020589744,0,0,0,0,0,0,0,0.010282051,0,0.008733333,0,0.008720513,0.008733333,0.008938462,0,0,0.007364103,0,0,0,0,0.017851282,0.00755641,0,0,0,0,0,0.020179487,0,0,0,0.008720513,0.008925641,0.00755641,0.026738462,0,0,0.026738462,0,1
0,0.009897436,0,0,0,0.010102564,0.008733333,0.020179487,0,0,0,0.008720513,0,0,0,0,0.009897436,0.020205128,0.008733333,0,0.010102564,0.010307692,0.017876923,0.010294872,0,0.044692308,0.007569231,0,0,0.020589744,0,0.010282051,0,0.008733333,0,0,0.008733333,0.017876923,0.015138462,0,0.007364103,0,0.0062,0,0,0.008925641,0,0,0,0,0,0,0.010089744,0.010294872,0.008925641,0,0,0.008925641,0,0,0,0,0.008912821,0.010269231,1
0.019384615,0,0.008528205,0,0.009897436,0,0,0,0.01705641,0.0262,0.007364103,0.008720513,0,0,0,0,0.009897436,0.010102564,0.0262,0,0.030307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022092308,0,0.008733333,0.026815385,0,0,0,0.007569231,0.0124,0.00755641,0,0,0.00755641,0.017825641,0,0,0,0.010076923,0,0,0,0,0.008720513,0,0.00755641,0,0.010076923,0,0.008912821,0.010269231,1
0.009692308,0,0.008528205,0,0,0.010102564,0,0,0.008528205,0.008733333,0.007364103,0,0,0,0,0,0,0,0.008733333,0,0.010102564,0.030923077,0,0.010294872,0.008733333,0.008938462,0.007569231,0,0.010089744,0,0.008925641,0.020564103,0,0.017466667,0.007364103,0,0,0.008938462,0.015138462,0.026776923,0.007364103,0.007569231,0.0124,0,0,0,0,0,0.009884615,0,0,0,0,0,0.008925641,0,0,0.017851282,0,0,0,0.010282051,0.008912821,0.010269231,1
